state,year,month,new_cases,new_deaths,year-month,case_id
PW,2022,Dec,186,2,2022-12,1871
PW,2022,Feb,1705,6,2022-02,1872
PW,2022,Jan,2099,0,2022-01,1873
PW,2022,Jul,27,0,2022-07,1874
PW,2022,Jun,142,0,2022-06,1875
PW,2022,Mar,247,0,2022-03,1876
PW,2022,May,375,0,2022-05,1877
PW,2022,Nov,272,0,2022-11,1878
PW,2022,Oct,53,1,2022-10,1879
PW,2022,Sep,112,0,2022-09,1880
PW,2023,Apr,2,0,2023-04,1881
PW,2023,Feb,3,0,2023-02,1882
PW,2023,Jan,15,0,2023-01,1883
PW,2023,Mar,8,0,2023-03,1884
PW,2023,May,1,0,2023-05,1885
RI,2020,Apr,9641,375,2020-04,1886
RI,2020,Aug,2405,42,2020-08,1887
RI,2020,Dec,34081,509,2020-12,1888
RI,2020,Feb,2,0,2020-02,1889
RI,2020,Jan,0,0,2020-01,1890
RI,2020,Jul,2592,55,2020-07,1891
RI,2020,Jun,1572,202,2020-06,1892
RI,2020,Mar,646,12,2020-03,1893
RI,2020,May,4427,368,2020-05,1894
RI,2020,Nov,24474,177,2020-11,1895
RI,2020,Oct,10380,104,2020-10,1896
RI,2020,Sep,2684,62,2020-09,1897
RI,2021,Apr,10699,68,2021-04,1898
RI,2021,Aug,7558,29,2021-08,1899
RI,2021,Dec,64542,174,2021-12,1900
RI,2021,Feb,9620,329,2021-02,1901
RI,2021,Jan,19459,297,2021-01,1902
RI,2021,Jul,2819,13,2021-07,1903
RI,2021,Jun,577,15,2021-06,1904
RI,2021,Mar,9686,84,2021-03,1905
RI,2021,May,2318,30,2021-05,1906
RI,2021,Nov,12862,59,2021-11,1907
RI,2021,Oct,6401,29,2021-10,1908
RI,2021,Sep,10610,80,2021-09,1909
RI,2022,Apr,11659,18,2022-04,1910
RI,2022,Aug,6670,22,2022-08,1911
RI,2022,Dec,10064,51,2022-12,1912
RI,2022,Feb,8755,119,2022-02,1913
RI,2022,Jan,80516,256,2022-01,1914
RI,2022,Jul,7675,17,2022-07,1915
RI,2022,Jun,9791,33,2022-06,1916
RI,2022,Mar,6444,36,2022-03,1917
RI,2022,May,18142,38,2022-05,1918
RI,2022,Nov,4861,42,2022-11,1919
RI,2022,Oct,5619,26,2022-10,1920
RI,2022,Sep,8335,27,2022-09,1921
RI,2023,Apr,864,14,2023-04,1922
RI,2023,Feb,3245,29,2023-02,1923
RI,2023,Jan,6543,43,2023-01,1924
RI,2023,Mar,2043,31,2023-03,1925
RI,2023,May,185,0,2023-05,1926
RMI,2020,Apr,0,0,2020-04,1927
RMI,2020,Aug,0,0,2020-08,1928
RMI,2020,Dec,0,0,2020-12,1929
RMI,2020,Feb,0,0,2020-02,1930
RMI,2020,Jan,0,0,2020-01,1931
RMI,2020,Jul,0,0,2020-07,1932
RMI,2020,Jun,0,0,2020-06,1933
RMI,2020,Mar,0,0,2020-03,1934
RMI,2020,May,0,0,2020-05,1935
RMI,2020,Nov,3,0,2020-11,1936
RMI,2020,Oct,1,0,2020-10,1937
RMI,2020,Sep,0,0,2020-09,1938
RMI,2021,Apr,0,0,2021-04,1939
RMI,2021,Aug,0,0,2021-08,1940
RMI,2021,Dec,0,0,2021-12,1941
RMI,2021,Feb,0,0,2021-02,1942
RMI,2021,Jan,0,0,2021-01,1943
RMI,2021,Jul,0,0,2021-07,1944
RMI,2021,Jun,0,0,2021-06,1945
RMI,2021,Mar,0,0,2021-03,1946
RMI,2021,May,0,0,2021-05,1947
RMI,2021,Nov,0,0,2021-11,1948
RMI,2021,Oct,0,0,2021-10,1949
RMI,2021,Sep,0,0,2021-09,1950
RMI,2022,Apr,13,0,2022-04,1951
RMI,2022,Aug,14975,17,2022-08,1952
RMI,2022,Dec,3,0,2022-12,1953
RMI,2022,Feb,0,0,2022-02,1954
RMI,2022,Jan,0,0,2022-01,1955
RMI,2022,Jul,23,0,2022-07,1956
RMI,2022,Jun,27,0,2022-06,1957
RMI,2022,Mar,0,0,2022-03,1958
RMI,2022,May,0,0,2022-05,1959
RMI,2022,Nov,166,0,2022-11,1960
RMI,2022,Oct,70,0,2022-10,1961
RMI,2022,Sep,263,0,2022-09,1962
RMI,2023,Apr,68,0,2023-04,1963
RMI,2023,Feb,34,0,2023-02,1964
RMI,2023,Jan,40,0,2023-01,1965
RMI,2023,Mar,395,0,2023-03,1966
RMI,2023,May,0,0,2023-05,1967
SC,2020,Apr,5646,278,2020-04,1968
SC,2020,Aug,25035,900,2020-08,1969
SC,2020,Dec,112400,1138,2020-12,1970
SC,2020,Feb,0,0,2020-02,1971
SC,2020,Jan,0,0,2020-01,1972
SC,2020,Jul,57553,1129,2020-07,1973
SC,2020,Jun,25449,247,2020-06,1974
SC,2020,Mar,1293,26,2020-03,1975
SC,2020,May,5531,214,2020-05,1976
SC,2020,Nov,39966,461,2020-11,1977
SC,2020,Oct,32912,608,2020-10,1978
SC,2020,Sep,27450,582,2020-09,1979
SC,2021,Apr,30208,388,2021-04,1980
SC,2021,Aug,112431,754,2021-08,1981
SC,2021,Dec,99249,482,2021-12,1982
SC,2021,Feb,69202,1224,2021-02,1983
SC,2021,Jan,117559,1812,2021-01,1984
SC,2021,Jul,31390,120,2021-07,1985
SC,2021,Jun,3429,97,2021-06,1986
SC,2021,Mar,31635,526,2021-03,1987
SC,2021,May,11545,180,2021-05,1988
SC,2021,Nov,18718,433,2021-11,1989
SC,2021,Oct,30630,1016,2021-10,1990
SC,2021,Sep,129204,2100,2021-09,1991
SC,2022,Apr,7761,198,2022-04,1992
SC,2022,Aug,53160,55,2022-08,1993
SC,2022,Dec,42270,139,2022-12,1994
SC,2022,Feb,67140,1319,2022-02,1995
SC,2022,Jan,376216,894,2022-01,1996
SC,2022,Jul,60982,165,2022-07,1997
SC,2022,Jun,55172,136,2022-06,1998
SC,2022,Mar,7908,722,2022-03,1999
SC,2022,May,27507,59,2022-05,2000
SC,2022,Nov,13219,77,2022-11,2001
SC,2022,Oct,12879,243,2022-10,2002
SC,2022,Sep,38000,127,2022-09,2003
SC,2023,Apr,6348,157,2023-04,2004
SC,2023,Feb,20773,305,2023-02,2005
SC,2023,Jan,32309,377,2023-01,2006
SC,2023,Mar,10583,213,2023-03,2007
SC,2023,May,1357,22,2023-05,2008
SD,2020,Apr,2649,27,2020-04,2009
SD,2020,Aug,4853,32,2020-08,2010
SD,2020,Dec,19475,524,2020-12,2011
SD,2020,Feb,0,0,2020-02,2012
SD,2020,Jan,0,0,2020-01,2013
SD,2020,Jul,2325,44,2020-07,2014
SD,2020,Jun,1666,31,2020-06,2015
SD,2020,Mar,129,2,2020-03,2016
SD,2020,May,2382,33,2020-05,2017
SD,2020,Nov,32414,534,2020-11,2018
SD,2020,Oct,27400,237,2020-10,2019
SD,2020,Sep,8385,54,2020-09,2020
SD,2021,Apr,5312,42,2021-04,2021
SD,2021,Aug,7238,19,2021-08,2022
SD,2021,Dec,18144,158,2021-12,2023
SD,2021,Feb,4192,114,2021-02,2024
SD,2021,Jan,6960,260,2021-01,2025
SD,2021,Jul,1053,17,2021-07,2026
SD,2021,Jun,333,15,2021-06,2027
SD,2021,Mar,4926,41,2021-03,2028
SD,2021,May,1145,44,2021-05,2029
SD,2021,Nov,11017,97,2021-11,2030
SD,2021,Oct,9127,85,2021-10,2031
SD,2021,Sep,14159,97,2021-09,2032
SD,2022,Apr,941,21,2022-04,2033
SD,2022,Aug,5688,30,2022-08,2034
SD,2022,Dec,3567,25,2022-12,2035
SD,2022,Feb,7225,154,2022-02,2036
SD,2022,Jan,43608,152,2022-01,2037
SD,2022,Jul,6154,23,2022-07,2038
SD,2022,Jun,5352,12,2022-06,2039
SD,2022,Mar,1124,79,2022-03,2040
SD,2022,May,2171,15,2022-05,2041
SD,2022,Nov,3778,34,2022-11,2042
SD,2022,Oct,2807,32,2022-10,2043
SD,2022,Sep,4665,40,2022-09,2044
SD,2023,Apr,1235,15,2023-04,2045
SD,2023,Feb,3813,29,2023-02,2046
SD,2023,Jan,2312,28,2023-01,2047
SD,2023,Mar,2954,33,2023-03,2048
SD,2023,May,217,2,2023-05,2049
TN,2020,Apr,11316,238,2020-04,2050
TN,2020,Aug,43578,650,2020-08,2051
TN,2020,Dec,242424,2695,2020-12,2052
TN,2020,Feb,0,0,2020-02,2053
TN,2020,Jan,0,0,2020-01,2054
TN,2020,Jul,67508,535,2020-07,2055
TN,2020,Jun,20240,223,2020-06,2056
TN,2020,Mar,2625,0,2020-03,2057
TN,2020,May,10933,148,2020-05,2058
TN,2020,Nov,112816,1210,2020-11,2059
TN,2020,Oct,72918,1028,2020-10,2060
TN,2020,Sep,38264,658,2020-09,2061
TN,2021,Apr,39307,334,2021-04,2062
TN,2021,Aug,153774,760,2021-08,2063
TN,2021,Dec,174057,3678,2021-12,2064
TN,2021,Feb,44273,1410,2021-02,2065
TN,2021,Jan,105133,2643,2021-01,2066
TN,2021,Jul,43481,237,2021-07,2067
TN,2021,Jun,5834,121,2021-06,2068
TN,2021,Mar,34231,396,2021-03,2069
TN,2021,May,14181,208,2021-05,2070
TN,2021,Nov,35110,813,2021-11,2071
TN,2021,Oct,39373,981,2021-10,2072
TN,2021,Sep,181585,1948,2021-09,2073
TN,2022,Apr,11988,321,2022-04,2074
TN,2022,Aug,85873,400,2022-08,2075
TN,2022,Dec,51116,324,2022-12,2076
TN,2022,Feb,106125,1813,2022-02,2077
TN,2022,Jan,408964,1874,2022-01,2078
TN,2022,Jul,77608,326,2022-07,2079
TN,2022,Jun,72720,281,2022-06,2080
TN,2022,Mar,11622,1266,2022-03,2081
TN,2022,May,34052,288,2022-05,2082
TN,2022,Nov,26749,170,2022-11,2083
TN,2022,Oct,24416,256,2022-10,2084
TN,2022,Sep,42143,418,2022-09,2085
TN,2023,Apr,8953,88,2023-04,2086
TN,2023,Feb,30478,203,2023-02,2087
TN,2023,Jan,36283,383,2023-01,2088
TN,2023,Mar,18193,207,2023-03,2089
TN,2023,May,1919,17,2023-05,2090
TX,2020,Apr,25213,949,2020-04,2091
TX,2020,Aug,201986,4709,2020-08,2092
TX,2020,Dec,616746,7139,2020-12,2093
TX,2020,Feb,0,0,2020-02,2094
TX,2020,Jan,0,0,2020-01,2095
TX,2020,Jul,287276,5720,2020-07,2096
TX,2020,Jun,115914,944,2020-06,2097
TX,2020,Mar,3523,94,2020-03,2098
TX,2020,May,28410,834,2020-05,2099
TX,2020,Nov,310118,3654,2020-11,2100
TX,2020,Oct,169838,2795,2020-10,2101
TX,2020,Sep,122629,2837,2020-09,2102
TX,2021,Apr,114719,2124,2021-04,2103
TX,2021,Aug,427519,4192,2021-08,2104
TX,2021,Dec,664406,2198,2021-12,2105
TX,2021,Feb,214571,6229,2021-02,2106
TX,2021,Jan,504708,8946,2021-01,2107
TX,2021,Jul,299522,1092,2021-07,2108
TX,2021,Jun,46067,744,2021-06,2109
TX,2021,Mar,106947,3499,2021-03,2110
TX,2021,May,57896,1049,2021-05,2111
TX,2021,Nov,92325,2260,2021-11,2112
TX,2021,Oct,125359,4681,2021-10,2113
TX,2021,Sep,432964,9436,2021-09,2114
TX,2022,Apr,66885,531,2022-04,2115
TX,2022,Aug,243622,785,2022-08,2116
TX,2022,Dec,162484,523,2022-12,2117
TX,2022,Feb,277036,5038,2022-02,2118
TX,2022,Jan,1386375,4119,2022-01,2119
TX,2022,Jul,329655,645,2022-07,2120
TX,2022,Jun,293081,398,2022-06,2121
TX,2022,Mar,124343,2074,2022-03,2122
TX,2022,May,114572,228,2022-05,2123
TX,2022,Nov,60592,222,2022-11,2124
TX,2022,Oct,47635,343,2022-10,2125
TX,2022,Sep,150610,663,2022-09,2126
TX,2023,Apr,33495,257,2023-04,2127
TX,2023,Feb,73350,570,2023-02,2128
TX,2023,Jan,105490,766,2023-01,2129
TX,2023,Mar,64703,451,2023-03,2130
TX,2023,May,5620,42,2023-05,2131
UT,2020,Apr,4586,52,2020-04,2132
UT,2020,Aug,10554,92,2020-08,2133
UT,2020,Dec,91204,424,2020-12,2134
UT,2020,Feb,0,0,2020-02,2135
UT,2020,Jan,0,0,2020-01,2136
UT,2020,Jul,19575,148,2020-07,2137
UT,2020,Jun,12299,53,2020-06,2138
UT,2020,Mar,984,5,2020-03,2139
UT,2020,May,4929,58,2020-05,2140
UT,2020,Nov,81295,281,2020-11,2141
UT,2020,Oct,48974,170,2020-10,2142
UT,2020,Sep,20523,49,2020-09,2143
UT,2021,Apr,13347,96,2021-04,2144
UT,2021,Aug,29612,160,2021-08,2145
UT,2021,Dec,65270,322,2021-12,2146
UT,2021,Feb,22724,254,2021-02,2147
UT,2021,Jan,55029,368,2021-01,2148
UT,2021,Jul,21355,107,2021-07,2149
UT,2021,Jun,8653,64,2021-06,2150
UT,2021,Mar,12944,171,2021-03,2151
UT,2021,May,7511,85,2021-05,2152
UT,2021,Nov,41699,282,2021-11,2153
UT,2021,Oct,39707,290,2021-10,2154
UT,2021,Sep,50630,334,2021-09,2155
UT,2022,Apr,6070,31,2022-04,2156
UT,2022,Aug,14532,84,2022-08,2157
UT,2022,Dec,14977,79,2022-12,2158
UT,2022,Feb,31982,284,2022-02,2159
UT,2022,Jan,228394,291,2022-01,2160
UT,2022,Jul,26239,51,2022-07,2161
UT,2022,Jun,34959,53,2022-06,2162
UT,2022,Mar,5101,281,2022-03,2163
UT,2022,May,18515,28,2022-05,2164
UT,2022,Nov,14350,54,2022-11,2165
UT,2022,Oct,7484,34,2022-10,2166
UT,2022,Sep,10680,54,2022-09,2167
UT,2023,Apr,2609,30,2023-04,2168
UT,2023,Feb,6249,23,2023-02,2169
UT,2023,Jan,5666,64,2023-01,2170
UT,2023,Mar,5750,46,2023-03,2171
UT,2023,May,514,10,2023-05,2172
VA,2020,Apr,19504,702,2020-04,2173
VA,2020,Aug,27466,367,2020-08,2174
VA,2020,Dec,134847,1121,2020-12,2175
VA,2020,Feb,0,0,2020-02,2176
VA,2020,Jan,0,0,2020-01,2177
VA,2020,Jul,31839,494,2020-07,2178
VA,2020,Jun,16311,360,2020-06,2179
VA,2020,Mar,1483,34,2020-03,2180
VA,2020,May,25914,682,2020-05,2181
VA,2020,Nov,56626,431,2020-11,2182
VA,2020,Oct,37566,470,2020-10,2183
VA,2020,Sep,25753,566,2020-09,2184
VA,2021,Apr,44365,578,2021-04,2185
VA,2021,Aug,68790,324,2021-08,2186
VA,2021,Dec,215357,894,2021-12,2187
VA,2021,Feb,66488,2742,2021-02,2188
VA,2021,Jan,135990,1345,2021-01,2189
VA,2021,Jul,21142,162,2021-07,2190
VA,2021,Jun,4904,205,2021-06,2191
VA,2021,Mar,39005,926,2021-03,2192
VA,2021,May,11849,346,2021-05,2193
VA,2021,Nov,41112,699,2021-11,2194
VA,2021,Oct,48045,1041,2021-10,2195
VA,2021,Sep,112531,1130,2021-09,2196
VA,2022,Apr,38857,466,2022-04,2197
VA,2022,Aug,73027,429,2022-08,2198
VA,2022,Dec,62329,273,2022-12,2199
VA,2022,Feb,82538,2436,2022-02,2200
VA,2022,Jan,370261,785,2022-01,2201
VA,2022,Jul,83168,303,2022-07,2202
VA,2022,Jun,92830,305,2022-06,2203
VA,2022,Mar,31108,910,2022-03,2204
VA,2022,May,80210,142,2022-05,2205
VA,2022,Nov,27846,228,2022-11,2206
VA,2022,Oct,31373,304,2022-10,2207
VA,2022,Sep,51385,480,2022-09,2208
VA,2023,Apr,7259,38,2023-04,2209
VA,2023,Feb,26513,139,2023-02,2210
VA,2023,Jan,47927,448,2023-01,2211
VA,2023,Mar,15583,70,2023-03,2212
VA,2023,May,1745,7,2023-05,2213
VI,2020,Apr,36,4,2020-04,2214
VI,2020,Aug,663,7,2020-08,2215
VI,2020,Dec,517,1,2020-12,2216
VI,2020,Feb,0,0,2020-02,2217
VI,2020,Jan,0,0,2020-01,2218
VI,2020,Jul,391,2,2020-07,2219
VI,2020,Jun,20,0,2020-06,2220
VI,2020,Mar,30,0,2020-03,2221
VI,2020,May,4,2,2020-05,2222
VI,2020,Nov,201,0,2020-11,2223
VI,2020,Oct,70,3,2020-10,2224
VI,2020,Sep,174,5,2020-09,2225
VI,2021,Apr,271,1,2021-04,2226
VI,2021,Aug,1157,17,2021-08,2227
VI,2021,Dec,3646,2,2021-12,2228
VI,2021,Feb,255,1,2021-02,2229
VI,2021,Jan,334,0,2021-01,2230
VI,2021,Jul,898,9,2021-07,2231
VI,2021,Jun,340,2,2021-06,2232
VI,2021,Mar,212,1,2021-03,2233
VI,2021,May,361,1,2021-05,2234
VI,2021,Nov,263,5,2021-11,2235
VI,2021,Oct,366,10,2021-10,2236
VI,2021,Sep,951,16,2021-09,2237
VI,2022,Apr,1192,2,2022-04,2238
VI,2022,Aug,790,1,2022-08,2239
VI,2022,Dec,300,2,2022-12,2240
VI,2022,Feb,475,7,2022-02,2241
VI,2022,Jan,3775,13,2022-01,2242
VI,2022,Jul,899,3,2022-07,2243
VI,2022,Jun,1051,5,2022-06,2244
VI,2022,Mar,316,2,2022-03,2245
VI,2022,May,3053,0,2022-05,2246
VI,2022,Nov,153,1,2022-11,2247
VI,2022,Oct,169,1,2022-10,2248
VI,2022,Sep,487,1,2022-09,2249
VI,2023,Apr,50,1,2023-04,2250
VI,2023,Feb,216,1,2023-02,2251
VI,2023,Jan,738,2,2023-01,2252
VI,2023,Mar,112,0,2023-03,2253
VI,2023,May,58,0,2023-05,2254
VT,2020,Apr,662,44,2020-04,2255
VT,2020,Aug,187,0,2020-08,2256
VT,2020,Dec,3629,79,2020-12,2257
VT,2020,Feb,0,0,2020-02,2258
VT,2020,Jan,0,0,2020-01,2259
VT,2020,Jul,221,2,2020-07,2260
VT,2020,Jun,224,1,2020-06,2261
VT,2020,Mar,234,12,2020-03,2262
VT,2020,May,85,4,2020-05,2263
VT,2020,Nov,2013,14,2020-11,2264
VT,2020,Oct,467,0,2020-10,2265
VT,2020,Sep,134,0,2020-09,2266
VT,2021,Apr,4264,24,2021-04,2267
VT,2021,Aug,2962,17,2021-08,2268
VT,2021,Dec,17391,74,2021-12,2269
VT,2021,Feb,3211,28,2021-02,2270
VT,2021,Jan,4135,31,2021-01,2271
VT,2021,Jul,592,4,2021-07,2272
VT,2021,Jun,190,1,2021-06,2273
VT,2021,Mar,3670,18,2021-03,2274
VT,2021,May,1075,6,2021-05,2275
VT,2021,Nov,9325,37,2021-11,2276
VT,2021,Oct,6048,46,2021-10,2277
VT,2021,Sep,6248,53,2021-09,2278
VT,2022,Apr,7489,22,2022-04,2279
VT,2022,Aug,2031,23,2022-08,2280
VT,2022,Dec,2077,26,2022-12,2281
VT,2022,Feb,8098,64,2022-02,2282
VT,2022,Jan,37068,67,2022-01,2283
VT,2022,Jul,2064,14,2022-07,2284
VT,2022,Jun,3593,22,2022-06,2285
VT,2022,Mar,4834,28,2022-03,2286
VT,2022,May,7950,35,2022-05,2287
VT,2022,Nov,1384,32,2022-11,2288
VT,2022,Oct,2420,28,2022-10,2289
VT,2022,Sep,2709,22,2022-09,2290
VT,2023,Apr,528,17,2023-04,2291
VT,2023,Feb,1814,32,2023-02,2292
VT,2023,Jan,1808,21,2023-01,2293
VT,2023,Mar,1316,15,2023-03,2294
VT,2023,May,93,4,2023-05,2295
WA,2020,Apr,10184,601,2020-04,2296
WA,2020,Aug,15634,247,2020-08,2297
WA,2020,Dec,85606,798,2020-12,2298
WA,2020,Feb,44,10,2020-02,2299
WA,2020,Jan,1,0,2020-01,2300
WA,2020,Jul,26719,368,2020-07,2301
WA,2020,Jun,11340,170,2020-06,2302
WA,2020,Mar,6080,300,2020-03,2303
WA,2020,May,6348,228,2020-05,2304
WA,2020,Nov,61597,426,2020-11,2305
WA,2020,Oct,25702,280,2020-10,2306
WA,2020,Sep,12899,176,2020-09,2307
WA,2021,Apr,45330,254,2021-04,2308
WA,2021,Aug,84965,468,2021-08,2309
WA,2021,Dec,134811,608,2021-12,2310
WA,2021,Feb,25254,619,2021-02,2311
WA,2021,Jan,54672,783,2021-01,2312
WA,2021,Jul,34041,214,2021-07,2313
WA,2021,Jun,13726,233,2021-06,2314
WA,2021,Mar,22390,241,2021-03,2315
WA,2021,May,27737,197,2021-05,2316
WA,2021,Nov,43002,576,2021-11,2317
WA,2021,Oct,59173,809,2021-10,2318
WA,2021,Sep,106019,1304,2021-09,2319
WA,2022,Apr,45021,171,2022-04,2320
WA,2022,Aug,39395,335,2022-08,2321
WA,2022,Dec,29183,416,2022-12,2322
WA,2022,Feb,98558,1109,2022-02,2323
WA,2022,Jan,415946,936,2022-01,2324
WA,2022,Jul,66337,389,2022-07,2325
WA,2022,Jun,93133,357,2022-06,2326
WA,2022,Mar,37112,588,2022-03,2327
WA,2022,May,76303,231,2022-05,2328
WA,2022,Nov,21062,113,2022-11,2329
WA,2022,Oct,18384,226,2022-10,2330
WA,2022,Sep,35871,340,2022-09,2331
WA,2023,Apr,8894,190,2023-04,2332
WA,2023,Feb,19033,248,2023-02,2333
WA,2023,Jan,20554,314,2023-01,2334
WA,2023,Mar,18130,278,2023-03,2335
WA,2023,May,1569,35,2023-05,2336
WI,2020,Apr,7344,351,2020-04,2337
WI,2020,Aug,20192,185,2020-08,2338
WI,2020,Dec,115069,1731,2020-12,2339
WI,2020,Feb,0,0,2020-02,2340
WI,2020,Jan,0,0,2020-01,2341
WI,2020,Jul,27740,198,2020-07,2342
WI,2020,Jun,9802,152,2020-06,2343
WI,2020,Mar,1556,54,2020-03,2344
WI,2020,May,10499,262,2020-05,2345
WI,2020,Nov,163643,1237,2020-11,2346
WI,2020,Oct,135012,1064,2020-10,2347
WI,2020,Sep,45142,200,2020-09,2348
WI,2021,Apr,27627,286,2021-04,2349
WI,2021,Aug,44073,198,2021-08,2350
WI,2021,Dec,169821,1272,2021-12,2351
WI,2021,Feb,23331,574,2021-02,2352
WI,2021,Jan,59758,1058,2021-01,2353
WI,2021,Jul,14578,168,2021-07,2354
WI,2021,Jun,2946,235,2021-06,2355
WI,2021,Mar,16953,243,2021-03,2356
WI,2021,May,10998,298,2021-05,2357
WI,2021,Nov,93201,552,2021-11,2358
WI,2021,Oct,64748,525,2021-10,2359
WI,2021,Sep,92017,476,2021-09,2360
WI,2022,Apr,30032,106,2022-04,2361
WI,2022,Aug,45757,130,2022-08,2362
WI,2022,Dec,38430,227,2022-12,2363
WI,2022,Feb,47327,891,2022-02,2364
WI,2022,Jan,370058,1190,2022-01,2365
WI,2022,Jul,52522,120,2022-07,2366
WI,2022,Jun,56752,207,2022-06,2367
WI,2022,Mar,14556,934,2022-03,2368
WI,2022,May,59338,174,2022-05,2369
WI,2022,Nov,26401,130,2022-11,2370
WI,2022,Oct,28678,197,2022-10,2371
WI,2022,Sep,38966,210,2022-09,2372
WI,2023,Apr,8106,119,2023-04,2373
WI,2023,Feb,17449,200,2023-02,2374
WI,2023,Jan,19380,286,2023-01,2375
WI,2023,Mar,19391,150,2023-03,2376
WI,2023,May,1524,10,2023-05,2377
WV,2020,Apr,1049,48,2020-04,2378
WV,2020,Aug,3502,106,2020-08,2379
WV,2020,Dec,44776,702,2020-12,2380
WV,2020,Feb,0,0,2020-02,2381
WV,2020,Jan,0,0,2020-01,2382
WV,2020,Jul,4177,31,2020-07,2383
WV,2020,Jun,902,16,2020-06,2384
WV,2020,Mar,191,1,2020-03,2385
WV,2020,May,836,28,2020-05,2386
WV,2020,Nov,23917,307,2020-11,2387
WV,2020,Oct,10138,121,2020-10,2388
WV,2020,Sep,5193,121,2020-09,2389
WV,2021,Apr,13224,100,2021-04,2390
WV,2021,Aug,22823,149,2021-08,2391
WV,2021,Dec,46658,477,2021-12,2392
WV,2021,Feb,9888,244,2021-02,2393
WV,2021,Jan,27797,571,2021-01,2394
WV,2021,Jul,4290,66,2021-07,2395
WV,2021,Jun,2101,92,2021-06,2396
WV,2021,Mar,9372,310,2021-03,2397
WV,2021,May,6980,92,2021-05,2398
WV,2021,Nov,21439,405,2021-11,2399
WV,2021,Oct,26704,651,2021-10,2400
WV,2021,Sep,56650,734,2021-09,2401
WV,2022,Apr,3973,129,2022-04,2402
WV,2022,Aug,23371,117,2022-08,2403
WV,2022,Dec,12027,76,2022-12,2404
WV,2022,Feb,39142,564,2022-02,2405
WV,2022,Jan,109303,442,2022-01,2406
WV,2022,Jul,23519,100,2022-07,2407
WV,2022,Jun,19222,107,2022-06,2408
WV,2022,Mar,7167,365,2022-03,2409
WV,2022,May,14362,90,2022-05,2410
WV,2022,Nov,5994,77,2022-11,2411
WV,2022,Oct,6767,98,2022-10,2412
WV,2022,Sep,19219,150,2022-09,2413
WV,2023,Apr,2481,50,2023-04,2414
WV,2023,Feb,7004,97,2023-02,2415
WV,2023,Jan,8179,165,2023-01,2416
WV,2023,Mar,6025,118,2023-03,2417
WV,2023,May,194,8,2023-05,2418
WY,2020,Apr,442,7,2020-04,2419
WY,2020,Aug,1010,14,2020-08,2420
WY,2020,Dec,11189,226,2020-12,2421
WY,2020,Feb,0,0,2020-02,2422
WY,2020,Jan,0,0,2020-01,2423
WY,2020,Jul,1390,7,2020-07,2424
WY,2020,Jun,590,3,2020-06,2425
WY,2020,Mar,174,0,2020-03,2426
WY,2020,May,273,10,2020-05,2427
WY,2020,Nov,18871,135,2020-11,2428
WY,2020,Oct,9646,54,2020-10,2429
WY,2020,Sep,2111,9,2020-09,2430
WY,2021,Apr,2184,10,2021-04,2431
WY,2021,Aug,10273,72,2021-08,2432
WY,2021,Dec,7492,145,2021-12,2433
WY,2021,Feb,2533,58,2021-02,2434
WY,2021,Jan,6135,159,2021-01,2435
WY,2021,Jul,3678,39,2021-07,2436
WY,2021,Jun,1837,27,2021-06,2437
WY,2021,Mar,1746,18,2021-03,2438
WY,2021,May,1939,10,2021-05,2439
WY,2021,Nov,6875,184,2021-11,2440
WY,2021,Oct,11182,202,2021-10,2441
WY,2021,Sep,17082,183,2021-09,2442
WY,2022,Apr,705,18,2022-04,2443
WY,2022,Aug,3289,25,2022-08,2444
WY,2022,Dec,2027,20,2022-12,2445
WY,2022,Feb,6551,91,2022-02,2446
WY,2022,Jan,30564,78,2022-01,2447
WY,2022,Jul,5674,22,2022-07,2448
WY,2022,Jun,6074,14,2022-06,2449
WY,2022,Mar,954,55,2022-03,2450
WY,2022,May,2241,6,2022-05,2451
WY,2022,Nov,2269,24,2022-11,2452
WY,2022,Oct,1672,15,2022-10,2453
WY,2022,Sep,2379,18,2022-09,2454
WY,2023,Apr,542,11,2023-04,2455
WY,2023,Feb,1156,23,2023-02,2456
WY,2023,Jan,835,21,2023-01,2457
WY,2023,Mar,1084,18,2023-03,2458
WY,2023,May,366,0,2023-05,2459
